fixed acidity,volatile acidity,critric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
14.56709971,0.17,1.588981112,4.2,0.156848992,199.9258277,400.9704846,0.99182,3.691344785,0.2566887,8.629732045,7
9.526200343,0.26,0.449370732,7.7,0.16060621,208.4402907,216.3970447,0.9959,3.681099148,0.990773489,11.95001402,7
10.72458449,0.25,0.160924994,4.7,0.10963954,122.006995,349.54707,0.9922,3.622218269,0.888512387,11.44089267,7
8.712818538,0.26,1.523769353,14.4,0.239257977,69.00617244,32.23483801,0.9986,3.006467371,0.601906696,12.37988125,5
12.44161074,0.18,1.549903269,1.3,0.151695603,207.0542934,279.5992139,0.99072,3.340851558,0.403257583,9.559551589,7
12.19002186,0.2,0.261459952,14,0.139693299,169.4968567,299.6622081,0.9987,2.886399266,0.798387843,10.06949338,6
8.128282208,0.26,0.862086416,11.8,0.138055455,233.4170296,147.9169982,0.99814,3.747317402,0.780462232,10.03086554,6
10.53106329,0.12,1.094981653,5.2,0.008863498,171.862735,91.65345438,0.99352,3.09443098,0.623749923,12.24250217,7
10.37843679,0.18,0.828256178,1.5,0.30616168,197.4726246,257.0094009,0.99216,3.568968579,0.77492991,10.29062085,7
5.333202026,0.3,0.540362664,2.8,0.089344793,11.16178711,286.1748796,0.99159,3.747650717,0.894341308,9.435644492,5
13.17491115,0.22,0.845990573,7.2,0.132218974,100.4131265,117.5239871,0.9935,3.062806415,0.359420634,8.313790882,6
8.217019884,0.46,1.221980632,10.4,0.140883781,283.1956708,333.2846422,0.9976,3.439864575,0.727593186,14.19553677,7
12.95279546,0.35,1.12770607,6.8,0.321100903,247.4629692,336.1774488,0.99188,3.089338911,0.42463407,8.119485594,6
10.24469048,0.3,1.761524746,1.6,0.032041667,98.91872288,198.7525511,0.99438,3.534631422,0.329187682,10.66341299,5
8.941922025,0.33,0.168194785,5.7,0.089192153,47.11102329,103.5932365,0.99176,3.236944259,0.371431908,8.368873894,5
7.500330789,0.31,1.245691079,9.1,0.123354497,246.4268437,166.1885311,0.99216,2.735008618,0.699086571,11.22887577,7
14.88447409,0.33,0.833692903,13.2,0.312881531,175.8352744,46.34608125,0.9972,3.188715717,0.35881394,11.17227034,6
8.225091352,0.22,0.311155114,1.2,0.305826166,48.88822209,21.70301648,0.993,3.816097872,0.497329079,13.75625664,6
12.88830962,0.21,0.38176396,7.1,0.095693875,200.5657531,285.6284103,0.9962,3.254156353,0.477246604,13.66024016,7
13.0959587,0.26,0.607813563,16.95,0.344121301,266.0532573,153.140556,0.9998,2.929125671,0.941540945,10.35976985,7
5.360773771,0.21,1.261470275,1.4,0.187452891,93.74986383,446.8597008,0.9927,2.859606663,0.649544446,12.16815176,5
11.65352233,0.185,1.16283633,7.1,0.171709081,236.5349251,42.88547076,0.99438,3.287542052,0.55570856,12.18247885,7
7.463922133,0.22,1.403321608,2.3,0.039373435,171.3242006,238.0122075,0.994,3.182696209,0.767069044,12.4779918,6
5.999539925,0.36,1.349531941,5,0.237063105,70.88228191,178.5392755,0.99173,2.984150841,0.241817321,9.752178498,5
11.0976645,0.31,1.440515448,14.2,0.001299125,172.4862574,69.92920154,0.9983,3.017484091,0.423580095,9.565095996,6
4.60381351,0.24,1.772648908,13.3,0.279609728,177.9821217,212.0576295,0.9952,3.34730454,0.887711868,8.581269215,6
13.30126343,0.28,0.640049674,11.2,0.136412227,168.5053232,13.94854446,0.99592,3.151950519,0.22170252,10.85517085,6
14.80038502,0.22,0.160909862,6,0.081579347,23.76948552,136.4485798,0.9928,3.091672354,0.319194852,11.66086804,6
12.35836427,0.17,1.439545101,1.5,0.33822399,268.7273746,260.0718409,0.99092,3.835415466,0.691606838,12.86561568,8
12.59888441,0.36,1.402607975,6.3,0.061635438,44.19817018,113.9893914,0.99186,3.164817211,0.663894846,8.567249565,6
9.523392833,0.23,0.485533037,12.7,0.336117718,62.44670763,242.5817898,0.9987,2.844862417,0.748091784,11.29245477,5
9.84097356,0.33,1.665654552,15.6,0.174373135,51.37898299,161.869671,0.99907,3.047143655,0.63855204,10.00733966,5
8.825417374,0.21,0.549981999,1.2,0.17659153,13.7727388,99.50217746,0.9936,2.787232054,0.921472395,8.186606552,5
12.02579095,0.37,1.254442733,1.9,0.328938426,248.7692725,345.9615077,0.98993,3.817869691,0.608664733,9.855965492,7
13.20537482,0.19,0.993352486,1.1,0.016627429,225.9247956,51.65180071,0.9916,3.81745839,1.003307911,12.3818125,8
10.19038992,0.36,0.995543198,0.9,0.090316171,211.1057886,45.81462692,0.9904,2.931172367,0.739147575,12.7488636,7
5.177270451,0.22,0.764992467,1.5,0.012116863,234.5701238,340.3204783,0.9928,2.790324584,0.690879769,10.01834779,5
3.381393335,0.21,0.844367451,1.2,0.012281016,86.23054339,163.2071169,0.9928,3.09395362,0.537553962,9.666338742,5
6.048992624,0.21,0.564779862,1.7,0.092857873,279.080966,409.6929442,0.9933,2.812346732,1.039862067,13.82435796,6
10.1636518,0.5,1.433244545,7.5,0.119842494,25.33492486,408.1803028,0.99662,3.294031417,1.059113874,13.02920259,5
10.65944302,0.42,0.013922712,4.3,0.241830456,135.2289745,328.8218115,0.99155,2.892183893,0.618001318,12.79307424,6
12.32313243,0.32,1.687288048,3.4,0.264342045,10.75793335,126.3952871,0.9902,3.432810724,0.328795178,13.40285152,6
3.415936419,0.39,1.163878191,6.9,0.180785326,80.57675538,432.3711808,0.9942,3.196318809,0.765211848,12.25993665,5
7.420167712,0.28,1.728484907,20.4,0.213443529,126.9473055,330.4982901,1.0002,3.403609918,0.323997345,8.592559388,5
12.22456545,0.52,0.491237713,14,0.096885153,12.65162151,424.2308741,0.9958,3.359277351,0.758611653,9.507084969,6
4.678994981,0.17,0.456686275,0.7,0.32856651,55.81435802,140.6814831,0.98985,2.78131753,0.367813073,12.20875781,5
6.504610216,0.15,0.800898135,1.8,0.08558329,277.4580423,344.0242882,0.99166,2.820620867,0.381440311,10.33411901,6
8.703496089,0.2,0.700997957,14.2,0.034323503,205.9334815,326.4800603,0.999,2.972371905,0.643549339,8.112926774,6
12.08580871,0.4,1.440354483,7.8,0.302016255,273.0941872,328.1734821,0.9966,2.755903663,0.561019412,12.04510105,6
5.656351817,0.16,0.498336175,1.7,0.113133058,277.3102458,380.5755321,0.9909,3.624655087,0.36262179,12.64385622,7
6.721418022,0.19,1.368795545,18.75,0.133224815,139.5270295,193.8606601,1.00014,3.507211335,0.384034974,9.232426074,6
12.0594801,0.27,0.267544536,3.6,0.256390857,247.3280947,341.0267641,0.99144,3.40490529,0.684438997,10.28968681,7
11.83452125,0.28,0.885697058,15.5,0.000573941,272.88553,445.5128266,0.99408,3.254427143,0.961300216,9.809677212,8
11.72235076,0.12,1.514693582,10.3,0.029705,169.0449226,131.7273896,0.99564,3.669238158,0.78468905,8.228743691,7
5.104985663,0.21,0.654901902,1.2,0.141084279,93.14330108,220.6674459,0.99158,3.286109324,0.393208267,11.75644214,5
5.350675981,0.22,1.733615362,8.8,0.059322935,214.6102988,46.79052803,0.9931,3.049744003,0.644785908,12.28518883,7
10.49186448,0.16,0.694997282,1.7,0.17056365,271.5350768,321.6832804,0.991,3.320898307,0.663321352,13.40683819,7
5.076400177,0.655,1.061554896,2,0.165219915,151.4162583,372.0938878,0.99188,3.3792895,0.680261899,8.076995779,5
14.80686461,0.19,0.130356143,6.7,0.287102774,93.65607401,264.335814,0.9938,3.660475712,0.616944675,11.73663005,7
6.759514511,0.33,1.332040612,1.9,0.332047274,37.96424211,429.4527929,0.9934,2.988430093,0.66937905,13.43076232,5
5.271998687,0.2,0.002765664,2,0.082987678,204.5735558,254.5620779,0.9932,2.963511,0.241477514,10.96726751,5
13.20772556,0.29,0.828706806,14.95,0.25427807,54.08232095,343.9504806,0.99838,3.078875508,0.794804499,13.14343683,6
6.691354011,0.17,0.916388999,1.4,0.330680306,175.0143306,266.0089876,0.9918,3.517726802,0.950984011,10.97408446,6
7.644881549,0.13,0.127245318,3.7,0.148652418,79.97711889,258.6084307,0.99348,2.801032133,0.31653919,11.45207187,5
14.70937904,0.42,0.134323328,9.7,0.283454846,251.3326094,312.6284298,0.99848,3.703206096,0.598959492,11.35851141,7
3.225828157,0.28,1.100637238,14.6,0.139324194,61.42239123,185.3351056,0.9994,3.11056711,1.064235335,13.65724757,5
8.077775155,0.22,0.643755212,12.4,0.108349934,58.33949791,324.6508518,0.99728,2.980493839,0.373721509,14.00713314,6
7.334044167,0.27,0.241385539,1.7,0.110136248,281.1694379,196.2057908,0.9929,3.173846561,0.535032673,10.57469761,6
3.557025199,0.31,0.027615853,8.2,0.151115463,104.8210149,139.4491587,0.9925,2.895349966,0.340769749,10.1576317,5
8.065765783,0.18,0.271644568,1.3,0.345446203,67.23938385,150.8535716,0.9934,2.797607076,1.070040982,12.63730115,5
6.952449352,0.37,1.727473977,1.5,0.219568798,74.92179484,31.51669519,0.99244,3.774733071,0.584321675,14.13804258,6
11.1985772,0.51,1.001778957,11.3,0.326260281,193.4984398,424.7211388,0.99683,3.484003486,0.640052477,9.696032673,6
6.90342246,0.27,1.494876683,8.1,0.041859172,280.5993781,252.9384525,0.9961,2.950897674,0.783253142,8.97072069,6
5.192145414,0.3,0.05364822,1.4,0.067487088,222.1619159,351.5267635,0.9928,2.943931701,0.853523528,8.746597602,5
4.82615507,0.36,1.399052815,1.95,0.095554739,53.3457207,206.274939,0.98934,3.314446573,0.977072674,11.03973453,6
13.59463181,0.2,0.993172673,14.2,0.040137246,111.1838081,289.3387044,0.999,3.247192569,0.289591769,11.03711945,6
14.53401197,0.47,0.27225753,8.3,0.214363604,90.21825092,312.2618366,0.9964,3.537794176,0.368855503,14.01957223,6
11.52875228,0.15,1.739729767,1,0.264029011,222.3024778,82.22933906,0.98949,3.282537072,0.5599849,9.527900531,7
10.20437818,0.17,0.018988559,0.7,0.057121666,159.8974767,55.06483017,0.99218,2.990796402,0.293705828,8.07611759,5
3.759232388,0.36,0.73665561,1.4,0.255688177,70.38250812,147.2139574,0.9915,3.526852948,0.837707193,11.84114689,5
3.475075491,0.16,1.665295189,1.1,0.316047109,167.3378301,441.9365881,0.991,2.905915583,0.760656011,12.08946357,6
14.04682952,0.15,1.3522561,5.3,0.226543699,122.725532,152.4682888,0.9923,2.949914734,0.29179159,11.56449741,6
12.71808112,0.64,1.011398883,1.2,0.255788135,208.6767516,429.5286065,0.9892,3.439284856,0.745862312,12.59093487,7
14.57264451,0.17,1.235060557,7.4,0.028293586,241.5332113,49.57384831,0.9958,2.955215478,0.774125063,10.37758922,7
11.57725655,0.33,1.322010648,1.6,0.300830754,200.5227843,409.9481365,0.9893,3.715436916,0.728849049,8.68577634,7
14.82100134,0.32,1.426176777,17.75,0.139512704,193.2893088,384.6347588,0.99916,3.266999307,0.422933069,13.82558898,7
7.203697468,0.27,0.366699065,6.6,0.051619647,115.1256221,61.58859415,0.99364,2.754025398,1.033624755,10.59446085,6
12.9661012,0.32,1.603011147,2.2,0.27891552,95.73684744,68.27868611,0.9932,3.118567779,0.722748549,10.92257963,6
7.335054153,0.31,0.622823099,3.3,0.252100554,2.123051795,145.8271589,0.9914,3.046007623,0.725875823,9.323071141,5
14.91033642,0.27,0.085081318,3.1,0.02703251,76.08160773,74.41780595,0.9915,2.817585105,0.565292571,9.383146329,6
10.06662572,0.22,0.783573473,1.6,0.172432832,49.1880185,321.1009416,0.9914,2.758863192,0.264340808,11.81093133,5
12.6223703,0.22,0.76617754,14.8,0.278427419,100.7158106,146.1813372,1.0002,2.965414694,0.99656791,8.977788699,6
8.562800181,0.35,0.435323462,4.9,0.206528016,31.11084256,366.055575,0.99253,3.650903576,0.963903406,8.967705906,6
14.66914464,0.21,0.947074083,5.4,0.265722202,190.9779442,190.7858605,0.995,3.717109117,0.230950443,14.02801975,7
13.37594548,0.32,1.061173364,3.4,0.013635486,35.90389802,210.9030176,0.9902,3.069441111,0.258577816,12.50109956,6
9.908203181,0.19,1.647666231,3.5,0.294555571,265.2898018,265.5862525,0.9938,3.737471704,0.294787334,9.044902542,6
9.470696741,0.285,1.014264343,14.6,0.025820081,207.7673059,176.4741772,0.998,3.66453741,0.940633014,13.01743419,7
14.25342202,0.39,0.463722209,4.6,0.052786145,36.12824275,356.5926663,0.9915,2.837720228,0.804749392,8.087492219,6
14.22967287,0.36,0.624120081,13.2,0.268159704,282.7823603,180.6124029,0.9976,3.533534208,1.016849412,8.752969735,7
14.08255788,0.16,1.30971957,6.7,0.085559649,103.520836,339.2552033,0.99384,2.72789282,1.070083131,12.44991527,7
10.23550816,0.27,1.081146154,6.6,0.145589356,121.9138498,46.27088247,0.99364,3.803554273,0.799524611,11.61096233,7
5.197087769,0.48,1.277239565,1.1,0.047355226,182.9802787,68.1853705,0.9928,3.726748752,0.498813697,8.141236768,5
12.81755553,0.17,0.955990758,1.4,0.176060137,179.4448719,350.971941,0.9928,3.322414503,0.782253107,11.6279277,7
9.769931813,0.39,1.625563227,12,0.117323109,131.5108242,186.5973322,0.9976,3.340496673,0.297239164,12.44247629,6
11.86626348,0.22,0.844278161,15.1,0.139227756,174.55311,271.7210849,0.9986,2.763765429,0.453045097,13.41581392,6
14.22440691,0.27,0.041543769,1.1,0.022924468,8.515891415,271.4187698,0.9936,3.362895643,0.966854832,12.03975156,6
10.0920657,0.15,0.460666122,2.7,0.162174794,236.6853095,176.8340701,0.995,3.000069922,0.951163213,10.59211801,6
4.197004441,0.32,0.427452725,2.6,0.194089686,30.70231173,47.50580221,0.9927,2.740963935,0.238725596,10.55841131,4
5.221010624,0.34,0.764054635,11,0.007208153,2.81630396,215.127482,0.99815,3.159597121,0.9991942,8.700008475,4
10.80443533,0.21,0.847736261,1.3,0.000739053,198.5911178,355.5004374,0.9959,3.610532845,0.448891627,13.90410931,6
6.434437945,0.28,0.244621225,1.8,0.162124872,265.6886153,360.1700674,0.9917,2.944938327,0.292117425,10.81087566,6
14.67490699,0.24,1.771643948,1.7,0.263116408,135.6102986,417.9009623,0.99224,3.589920162,0.740449572,10.91145816,7
10.52017467,0.33,1.749074487,8.1,0.147930217,193.6544185,142.1931713,0.9911,3.70066846,0.714122247,11.6772567,8
10.94695314,0.3,1.46918537,2,0.319614516,244.0836564,170.7088516,0.99185,2.873983786,0.337743757,9.269978281,6
4.139712063,0.35,0.301551413,14.7,0.125450136,208.2876668,398.4870311,0.99709,3.252861295,0.697462363,10.79110391,6
8.526960003,0.33,1.704143489,17.9,0.147009405,187.801296,136.3149758,0.9991,3.148923078,0.282067892,8.757060753,6
13.57881118,0.24,0.085209083,10.1,0.049317519,222.7349008,272.6406379,0.9962,3.699311351,0.899538523,10.66565355,7
12.87404311,0.2,0.208969354,2,0.216349292,129.2057922,409.6650967,0.9921,2.873933184,0.556546244,13.2442529,6
7.460444755,0.29,1.424918987,19.45,0.11009999,272.0473423,413.7699925,0.9996,2.787025321,0.827902333,8.327085049,6
7.695785615,0.28,0.668693736,0.8,0.082803248,92.29680503,345.5839895,0.9888,3.021110784,1.045065157,11.47929226,6
8.719615099,0.23,0.647200609,16.3,0.175034258,65.86020542,58.4428295,0.99924,2.974555345,0.782164877,13.13668008,6
7.352701941,0.64,1.247733062,4.4,0.128880048,21.12982609,353.7392456,0.99036,3.311323154,0.76642163,14.05820731,6
12.41310237,0.41,0.690412925,14.8,0.155478695,187.6378498,45.9220444,0.99898,3.281722605,0.644885047,14.01824911,7
7.962638246,0.16,1.73046874,1.9,0.072955963,244.452548,289.400515,0.9937,3.401738217,0.830966473,9.012010221,6
4.396696722,0.26,1.448578651,5.15,0.298788796,90.24165483,142.4867956,0.9952,3.292812372,0.584611879,11.18682275,5
9.725251215,0.39,0.134129526,11,0.125456815,86.54983751,141.162209,0.9976,2.855339091,0.711207712,8.593022542,5
8.962445755,0.16,0.627607986,1.1,0.323250268,79.42856912,285.0450096,0.9899,3.727404572,0.664188742,12.48042705,7
12.00266532,0.23,1.029229179,11.2,0.261977844,70.64529284,294.5943559,0.99758,3.550905594,0.909494754,9.43505804,6
13.28055677,0.28,1.214852078,4.8,0.21769573,251.6597702,352.3710536,0.99074,2.883878755,0.906881308,14.03387278,8
8.915397599,0.18,0.455841406,12.8,0.096040893,210.7431086,179.5704112,0.99808,2.830894939,0.950009096,12.99684876,6
8.146924392,0.48,0.47893733,0.8,0.094059753,254.9363218,78.96947167,0.9902,2.913545267,0.262091333,11.79605103,6
11.64447577,0.39,1.473531046,1.2,0.123691387,161.174288,439.5485984,0.99225,3.320465011,0.638641858,12.621299,6
7.285247758,0.28,0.719547441,1.6,0.297584003,250.562157,298.9720419,0.9924,2.987420354,0.362279843,12.77918336,6
4.399416282,0.54,1.161392684,7.1,0.29940876,104.3443448,30.61690812,0.99502,3.62300266,0.730241027,10.17597259,5
11.93398452,0.29,0.704043696,1.7,0.166380584,120.1783389,78.98469311,0.99053,2.793755211,0.682413863,10.23458563,6
4.863185488,0.26,0.485361092,18.15,0.083648875,9.603709566,445.8589543,0.99904,2.740916596,0.404910575,12.49433108,5
11.19570472,0.43,0.378214433,11.9,0.175133955,6.244666284,143.4905611,0.99622,3.597235285,0.724862871,9.693023242,6
4.714499008,0.24,1.272464362,1.5,0.103433012,76.48715448,360.9651614,0.9934,2.985810969,0.821221146,9.961860523,5
13.24856346,0.49,1.240350275,2,0.149531378,185.8690013,319.2163537,0.9924,3.305040596,0.46765523,13.16841115,6
10.11901248,0.25,1.186390032,14.9,0.326688834,146.2817483,222.0251909,0.99705,3.032875487,0.634216462,8.501028278,6
3.923019995,0.41,1.609784006,4.5,0.244683598,68.10554074,34.29608462,0.992,3.811255019,0.944664015,9.130618918,5
10.14444453,0.24,1.560483355,10.3,0.132197351,110.4835549,299.7922312,0.99662,3.027982905,0.663581228,12.86499671,6
12.75112511,0.42,0.505570075,2.4,0.02506506,242.3945109,23.87457937,0.98915,3.756977184,0.751595076,9.661134657,8
13.41242594,0.21,1.556950334,1.3,0.247813235,271.5596683,107.8764799,0.992,3.506058785,0.371106475,11.70616976,7
4.74638285,0.2,0.27298975,1.4,0.303034344,203.2186661,172.8623932,0.9905,2.728081613,0.237539805,12.3568046,6
5.418544749,0.2,1.527351885,1,0.218217229,211.487971,73.35799223,0.98993,3.338476811,0.304664949,13.2159289,6
7.035181745,0.27,1.239024635,2.5,0.284631988,58.67397153,91.29868598,0.99328,2.789081491,0.631499537,14.05709613,5
9.071503636,0.31,0.651088967,1.4,0.157957138,116.2186954,407.4613692,0.9896,3.611427007,0.57467595,9.52029106,6
12.16208153,0.17,0.03912518,1,0.091337804,281.9662625,35.31965439,0.993,2.993890855,0.774898,8.533834496,6
